start,end,text,speaker
3199.761,3199.861,they,SPEAKER_02
3199.941,3200.402,actually,SPEAKER_02
3200.422,3200.662,have,SPEAKER_02
3200.682,3200.822,to,SPEAKER_02
3200.842,3201.322,break,SPEAKER_02
3201.362,3201.742,the,SPEAKER_02
3201.922,3202.082,"area,",SPEAKER_02
3202.663,3202.963,like,SPEAKER_02
3202.983,3203.563,those,SPEAKER_02
3203.683,3203.964,fallen,SPEAKER_02
3203.984,3204.104,woods.,SPEAKER_02
3205.4,3206.16,"Yeah,",SPEAKER_02
3206.22,3206.761,but,SPEAKER_02
3207.341,3207.441,I,SPEAKER_00
3207.481,3207.961,think,SPEAKER_00
3207.981,3208.061,we,SPEAKER_00
3208.101,3208.261,should,SPEAKER_00
3208.341,3208.482,add,SPEAKER_00
3208.542,3208.922,something,SPEAKER_00
3208.942,3208.982,so,SPEAKER_00
3209.002,3209.662,they,SPEAKER_00
3209.682,3209.922,know,SPEAKER_00
3210.022,3210.202,this,SPEAKER_00
3210.262,3210.362,is,SPEAKER_00
3210.382,3211.043,where,SPEAKER_00
3211.423,3211.523,they,SPEAKER_00
3211.563,3211.783,have,SPEAKER_00
3212.083,3212.303,to,SPEAKER_00
3212.323,3212.423,go.,SPEAKER_00
3212.463,3212.503,I,SPEAKER_00
3212.523,3213.184,"mean,",SPEAKER_00
3213.204,3213.484,they,SPEAKER_00
3213.704,3214.084,have,SPEAKER_04
3214.504,3214.824,sort,SPEAKER_02
3214.884,3215.064,of,SPEAKER_04
3215.825,3215.945,an,SPEAKER_02
3216.025,3216.285,"idea,",SPEAKER_04
3216.305,3216.525,but,SPEAKER_04
3216.585,3216.745,it's,SPEAKER_04
3216.965,3217.506,not,SPEAKER_04
3217.546,3217.786,sure.,SPEAKER_04
3218.086,3218.186,You,SPEAKER_00
3218.206,3218.326,can,SPEAKER_00
3218.506,3218.946,see,SPEAKER_00
3219.006,3219.226,quickly.,SPEAKER_00
3219.246,3219.426,So,SPEAKER_00
3219.466,3219.727,I'm,SPEAKER_00
3219.787,3220.127,trying,SPEAKER_00
3220.167,3220.587,"to,",SPEAKER_04
3220.847,3221.107,I'm,SPEAKER_04
3221.127,3221.487,trying,SPEAKER_04
3221.527,3221.667,to,SPEAKER_01
3221.687,3222.088,segway,SPEAKER_04
3222.108,3222.228,this,SPEAKER_00
3222.288,3222.388,to,SPEAKER_00
3222.428,3222.608,the,SPEAKER_00
3222.668,3223.068,closed,SPEAKER_00
3223.108,3223.668,cockpit.,SPEAKER_04
3223.988,3225.209,So,SPEAKER_00
3226.109,3226.209,they,SPEAKER_00
3226.229,3226.369,can,SPEAKER_00
3226.51,3226.87,see,SPEAKER_04
3226.89,3226.99,the,SPEAKER_04
3227.05,3227.35,cockpit,SPEAKER_04
3227.65,3227.73,and,SPEAKER_04
3227.75,3227.87,they,SPEAKER_00
3227.89,3228.03,need,SPEAKER_00
3228.05,3228.17,to,SPEAKER_04
3228.35,3228.51,"get,",SPEAKER_04
3229.231,3229.351,but,SPEAKER_04
3229.551,3229.791,there,SPEAKER_04
3229.851,3229.911,is,SPEAKER_04
3229.931,3230.191,something.,SPEAKER_04
3230.231,3230.911,Okay.,SPEAKER_04
3230.952,3231.192,Nice.,SPEAKER_00
3231.472,3231.792,Yeah.,SPEAKER_00
3231.812,3231.952,Yeah.,SPEAKER_00
3236.407,3236.928,like,SPEAKER_02
3237.368,3237.508,for,SPEAKER_02
3237.548,3237.708,them,SPEAKER_02
3237.728,3237.908,to,SPEAKER_02
3237.928,3238.248,know,SPEAKER_02
3238.289,3238.389,what,SPEAKER_02
3238.449,3238.629,they,SPEAKER_02
3238.649,3238.889,need,SPEAKER_02
3238.909,3238.949,to,SPEAKER_02
3239.209,3239.429,use,SPEAKER_02
3239.449,3239.629,the,SPEAKER_02
3239.77,3239.97,X,SPEAKER_02
3239.99,3240.05,"for,",SPEAKER_02
3240.39,3240.49,we,SPEAKER_02
3240.51,3240.75,can,SPEAKER_02
3240.85,3240.99,put,SPEAKER_02
3241.271,3241.411,a,SPEAKER_02
3241.451,3241.971,coded,SPEAKER_02
3242.011,3242.391,message,SPEAKER_02
3242.451,3242.632,puzzle,SPEAKER_02
3242.652,3242.772,where,SPEAKER_02
3242.792,3243.092,they,SPEAKER_02
3243.152,3243.472,need,SPEAKER_02
3243.492,3243.612,to,SPEAKER_02
3243.632,3243.812,like,SPEAKER_02
3244.013,3244.473,decode,SPEAKER_02
3244.533,3244.613,a,SPEAKER_00
3244.653,3245.013,"message,",SPEAKER_02
3245.053,3245.334,which,SPEAKER_02
3245.874,3246.014,then,SPEAKER_02
3246.194,3246.875,actually,SPEAKER_02
3246.895,3247.455,tells,SPEAKER_02
3247.635,3247.755,them,SPEAKER_02
3247.775,3248.115,the,SPEAKER_02
3248.135,3248.436,key,SPEAKER_02
3248.456,3248.596,they,SPEAKER_02
3248.616,3248.756,need,SPEAKER_02
3248.776,3248.856,to,SPEAKER_02
3248.896,3249.016,do,SPEAKER_02
3249.056,3249.156,for,SPEAKER_02
3249.196,3249.296,that.,SPEAKER_02
3249.316,3249.476,You,SPEAKER_02
3250.077,3250.497,could,SPEAKER_00
3250.557,3250.837,scrape,SPEAKER_00
3250.877,3251.198,something,SPEAKER_00
3251.258,3251.338,on,SPEAKER_00
3251.378,3251.438,the,SPEAKER_00
3251.478,3251.758,handle,SPEAKER_00
3251.798,3251.858,of,SPEAKER_00
3251.898,3251.998,the,SPEAKER_00
3252.178,3252.278,X.,SPEAKER_00
3252.759,3252.839,You,SPEAKER_00
3252.899,3253.199,could,SPEAKER_00
3253.219,3253.439,always,SPEAKER_00
3253.539,3253.639,do,SPEAKER_00
3253.659,3253.86,that.,SPEAKER_00
3255.16,3255.301,So,SPEAKER_02
3255.341,3255.681,just,SPEAKER_02
3255.941,3256.061,to,SPEAKER_02
3256.101,3256.381,"recap,",SPEAKER_02
3256.441,3256.602,you,SPEAKER_02
3256.702,3256.842,"said,",SPEAKER_02
3267.063,3267.563,you,SPEAKER_03
3267.583,3267.824,can,SPEAKER_03
3267.884,3268.244,see,SPEAKER_03
3268.284,3268.464,like,SPEAKER_03
3268.504,3268.624,the,SPEAKER_03
3268.664,3269.104,confidence,SPEAKER_03
3269.164,3269.264,of,SPEAKER_03
3269.324,3269.384,a,SPEAKER_03
3269.404,3269.685,different,SPEAKER_03
3269.705,3270.005,room,SPEAKER_03
3270.165,3270.305,but,SPEAKER_03
3270.485,3270.625,you,SPEAKER_03
3270.645,3270.765,can't,SPEAKER_03
3270.805,3270.965,get,SPEAKER_03
3270.985,3271.106,to,SPEAKER_03
3271.186,3271.246,it,SPEAKER_03
3271.286,3271.346,and,SPEAKER_03
3271.566,3271.746,so,SPEAKER_03
3271.766,3271.986,that's,SPEAKER_03
3272.006,3272.166,where,SPEAKER_03
3272.186,3272.266,you,SPEAKER_03
3272.306,3272.506,have,SPEAKER_03
3272.526,3272.566,to,SPEAKER_03
3272.586,3272.646,use,SPEAKER_03
3272.666,3272.807,the,SPEAKER_03
3272.907,3273.067,axe,SPEAKER_03
3273.147,3273.207,on,SPEAKER_03
3273.227,3273.347,the,SPEAKER_03
3273.367,3273.787,mirror,SPEAKER_03
3273.807,3273.927,that,SPEAKER_03
3273.947,3274.087,kind,SPEAKER_03
3274.127,3274.167,of,SPEAKER_03
3274.247,3274.548,opens,SPEAKER_03
3274.588,3274.688,a,SPEAKER_03
3274.708,3275.368,passageway,SPEAKER_03
3275.468,3275.768,where,SPEAKER_03
3275.808,3275.908,you,SPEAKER_03
3275.928,3276.048,can,SPEAKER_03
3276.089,3276.229,get,SPEAKER_03
3276.429,3276.509,in,SPEAKER_03
3276.709,3276.929,or?,SPEAKER_03
3278.37,3278.75,So,SPEAKER_04
3278.83,3278.93,you,SPEAKER_04
3279.01,3279.15,use,SPEAKER_04
3279.19,3279.29,the,SPEAKER_04
3279.551,3279.731,axe,SPEAKER_04
3279.751,3279.791,to,SPEAKER_04
3280.131,3280.271,cut,SPEAKER_04
3280.291,3280.651,down,SPEAKER_04
3280.711,3280.891,that,SPEAKER_04
3280.911,3281.092,beam,SPEAKER_04
3281.152,3281.252,so,SPEAKER_04
3281.292,3281.352,you,SPEAKER_04
3281.372,3281.532,can,SPEAKER_04
3281.572,3281.732,get,SPEAKER_04
3281.752,3281.872,to,SPEAKER_04
3281.892,3281.972,the,SPEAKER_04
3282.012,3282.412,corner.,SPEAKER_04
3282.432,3282.592,"Oh,",SPEAKER_04
3282.673,3282.853,okay.,SPEAKER_04
3283.013,3283.413,Yeah.,SPEAKER_04
3283.613,3283.753,That's,SPEAKER_02
3283.773,3283.873,the,SPEAKER_02
3283.953,3284.193,idea,SPEAKER_02
3284.374,3284.674,and,SPEAKER_02
3286.115,3286.255,for,SPEAKER_02
3286.295,3286.915,that,SPEAKER_02
3286.975,3287.075,we,SPEAKER_02
3287.115,3287.295,could,SPEAKER_02
3287.335,3287.415,use,SPEAKER_02
3287.495,3287.535,a,SPEAKER_02
3287.555,3287.796,cordless,SPEAKER_02
3287.876,3288.056,or,SPEAKER_02
3288.076,3288.176,just,SPEAKER_02
3288.196,3288.776,cordless,SPEAKER_02
3288.796,3288.916,to,SPEAKER_02
3288.936,3289.056,do,SPEAKER_02
3289.076,3289.497,something,SPEAKER_02
3289.517,3290.097,different.,SPEAKER_02
3290.958,3291.298,Yeah.,SPEAKER_04
3293.479,3293.839,So,SPEAKER_02
3293.899,3293.999,the,SPEAKER_04
3295.495,3295.615,"Yeah,",SPEAKER_04
3295.635,3295.795,so,SPEAKER_03
3295.835,3296.515,the,SPEAKER_04
3296.575,3297.196,code,SPEAKER_04
3297.256,3297.336,or,SPEAKER_04
3297.356,3297.516,the,SPEAKER_02
3297.556,3297.956,puzzle,SPEAKER_04
3298.896,3299.036,could,SPEAKER_04
3299.216,3299.596,be,SPEAKER_04
3299.636,3300.056,written,SPEAKER_04
3300.237,3300.377,on,SPEAKER_04
3300.397,3300.537,the,SPEAKER_04
3300.557,3300.897,coffin.,SPEAKER_04
3301.357,3301.697,So,SPEAKER_04
3301.937,3302.057,what,SPEAKER_04
3302.117,3302.277,I've,SPEAKER_00
3302.297,3302.517,fleshed,SPEAKER_00
3302.597,3302.677,out,SPEAKER_00
3302.717,3302.777,for,SPEAKER_04
3302.797,3302.937,the,SPEAKER_04
3302.977,3303.117,closed,SPEAKER_04
3303.137,3303.438,coffin,SPEAKER_04
3303.458,3303.658,puzzle,SPEAKER_04
3303.838,3303.918,is,SPEAKER_04
3303.938,3304.038,the,SPEAKER_04
3304.058,3304.458,coffin,SPEAKER_04
3304.478,3304.558,has,SPEAKER_04
3304.598,3304.638,a,SPEAKER_04
3304.658,3304.958,riddle,SPEAKER_04
3304.998,3305.238,written,SPEAKER_04
3305.298,3305.378,on,SPEAKER_04
3305.478,3305.798,top,SPEAKER_04
3305.858,3305.938,of,SPEAKER_04
3306.018,3306.078,"it,",SPEAKER_04
3306.098,3306.398,which,SPEAKER_04
3306.478,3306.979,implies,SPEAKER_04
3307.599,3307.899,that,SPEAKER_04
3307.959,3308.099,one,SPEAKER_04
3308.159,3308.579,player,SPEAKER_04
3308.599,3308.819,must,SPEAKER_04
3309.059,3309.8,"sacrifice,",SPEAKER_04
3309.82,3309.98,quote,SPEAKER_04
3310.02,3310.26,"unquote,",SPEAKER_04
3310.28,3310.68,sacrifice,SPEAKER_04
3310.7,3311.24,themselves,SPEAKER_04
3311.88,3311.98,to,SPEAKER_04
3312.02,3312.12,get,SPEAKER_04
3312.16,3312.26,out.,SPEAKER_04
3312.28,3312.52,Because,SPEAKER_04
3312.54,3312.6,the,SPEAKER_04
3312.82,3313.081,coffin,SPEAKER_04
3313.101,3313.281,will,SPEAKER_04
3313.301,3313.401,lock,SPEAKER_03
3313.441,3313.641,itself,SPEAKER_03
3313.701,3314.081,until,SPEAKER_04
3314.901,3315.041,the,SPEAKER_04
3315.121,3315.181,end.,SPEAKER_04
3315.221,3315.321,So,SPEAKER_04
3315.341,3315.381,if,SPEAKER_04
3315.421,3315.501,they,SPEAKER_04
3315.521,3315.761,"succeed,",SPEAKER_04
3315.801,3316.082,they,SPEAKER_04
3316.162,3316.282,will,SPEAKER_04
3316.302,3316.402,get,SPEAKER_04
3316.462,3316.542,out.,SPEAKER_04
3316.562,3316.702,But,SPEAKER_04
3316.722,3316.782,at,SPEAKER_04
3316.802,3316.902,that,SPEAKER_04
3316.922,3317.062,"time,",SPEAKER_04
3317.082,3317.202,they,SPEAKER_04
3317.222,3317.382,don't,SPEAKER_04
3317.402,3317.542,know,SPEAKER_04
3317.562,3317.722,that.,SPEAKER_04
3324.469,3324.889,So,SPEAKER_04
3325.049,3325.209,that,SPEAKER_00
3325.289,3325.369,is,SPEAKER_00
3325.389,3325.609,where,SPEAKER_00
3325.629,3325.769,the,SPEAKER_00
3325.809,3326.309,emotion,SPEAKER_04
3326.329,3326.509,thing,SPEAKER_04
3326.529,3326.73,comes,SPEAKER_04
3326.79,3326.85,in,SPEAKER_04
3326.87,3327.47,because,SPEAKER_04
3327.51,3327.77,now,SPEAKER_04
3327.79,3327.85,we,SPEAKER_04
3327.87,3327.97,have,SPEAKER_04
3327.99,3328.07,to,SPEAKER_04
3328.11,3328.53,decide,SPEAKER_04
3328.55,3328.65,to,SPEAKER_04
3328.67,3329.55,sacrifice.,SPEAKER_04
3329.59,3329.83,Yeah.,SPEAKER_00
3330.21,3330.45,So,SPEAKER_00
3330.53,3330.79,now,SPEAKER_00
3330.85,3331.031,we're,SPEAKER_00
3331.191,3331.511,down,SPEAKER_00
3331.731,3331.891,two,SPEAKER_00
3331.931,3332.251,players.,SPEAKER_00
3332.551,3332.771,Cool.,SPEAKER_00
3333.231,3333.391,Good.,SPEAKER_00
3333.591,3333.891,Yeah.,SPEAKER_02
3335.211,3335.572,Yeah.,SPEAKER_02
3335.592,3335.892,"Like,",SPEAKER_02
3335.912,3336.132,"like,",SPEAKER_02
3337.152,3338.192,"uh,",SPEAKER_02
3338.232,3338.472,Rowan,SPEAKER_02
3338.512,3339.272,sacrificed,SPEAKER_02
3339.432,3339.813,himself,SPEAKER_02
3340.113,3340.213,in,SPEAKER_02
3340.233,3340.373,the,SPEAKER_02
3340.393,3340.893,chessboard,SPEAKER_02
3340.913,3341.093,thing,SPEAKER_02
3341.153,3341.313,in,SPEAKER_02
3341.333,3341.553,Harry,SPEAKER_02
3341.593,3341.973,Potter.,SPEAKER_02
3342.693,3343.033,Yeah.,SPEAKER_02
3343.053,3343.533,Yes.,SPEAKER_02
3343.613,3343.873,All,SPEAKER_05
3343.913,3344.254,right.,SPEAKER_05
3351.277,3351.437,So,SPEAKER_03
3351.457,3351.557,you,SPEAKER_03
3351.577,3351.937,said,SPEAKER_03
3351.977,3352.498,decoded.,SPEAKER_03
3352.738,3352.958,"Oh,",SPEAKER_03
3353.018,3353.338,actually,SPEAKER_03
3353.438,3353.478,it,SPEAKER_03
3353.498,3353.678,should,SPEAKER_03
3353.918,3354.018,be,SPEAKER_03
3354.038,3354.579,swapped,SPEAKER_03
3354.599,3354.839,around.,SPEAKER_03
3354.859,3355.579,Whoops.,SPEAKER_03
3355.659,3355.799,Okay.,SPEAKER_03
3355.819,3356.18,So.,SPEAKER_03
3364.524,3364.604,I,SPEAKER_02
3364.624,3364.764,think,SPEAKER_02
3364.784,3364.904,we're,SPEAKER_02
3364.924,3366.865,actually,SPEAKER_02
3366.885,3367.025,pretty,SPEAKER_02
3367.045,3367.125,good,SPEAKER_02
3367.145,3367.205,at,SPEAKER_02
3367.246,3367.446,puzzles.,SPEAKER_02
3367.466,3367.626,Yeah.,SPEAKER_02
3380.268,3380.388,So,SPEAKER_03
3380.408,3380.528,do,SPEAKER_03
3380.568,3380.648,you,SPEAKER_03
3380.668,3380.808,want,SPEAKER_03
3380.828,3381.008,to,SPEAKER_03
3381.028,3381.129,run,SPEAKER_03
3381.149,3381.309,through,SPEAKER_03
3381.329,3381.449,the,SPEAKER_03
3381.509,3381.749,order?,SPEAKER_03
3382.049,3382.189,Just,SPEAKER_03
3382.309,3382.509,sort,SPEAKER_03
3382.529,3382.569,of,SPEAKER_03
3382.609,3382.77,like,SPEAKER_03
3382.79,3383.15,narrate,SPEAKER_03
3383.17,3383.47,through,SPEAKER_03
3383.53,3383.61,it?,SPEAKER_03
3384.03,3384.21,"Yeah,",SPEAKER_00
3384.23,3384.311,we,SPEAKER_00
3384.371,3384.531,could,SPEAKER_00
3384.571,3384.671,do,SPEAKER_00
3384.691,3384.811,that.,SPEAKER_00
3386.132,3386.532,So,SPEAKER_03
3386.572,3386.692,to,SPEAKER_00
3386.712,3387.112,start,SPEAKER_00
3387.152,3387.272,"off,",SPEAKER_00
3387.292,3387.412,the,SPEAKER_00
3387.432,3387.793,players,SPEAKER_00
3387.893,3388.113,are,SPEAKER_00
3388.173,3388.253,in,SPEAKER_00
3388.313,3388.513,a,SPEAKER_00
3388.553,3388.773,dark,SPEAKER_03
3388.833,3389.194,room,SPEAKER_03
3390.534,3390.694,and,SPEAKER_03
3390.815,3391.215,they,SPEAKER_03
3391.255,3391.415,have,SPEAKER_03
3391.455,3391.475,a,SPEAKER_03
3391.535,3391.815,box,SPEAKER_03
3391.875,3392.035,of,SPEAKER_03
3392.075,3392.536,matches,SPEAKER_03
3392.696,3393.016,with,SPEAKER_00
None,None,50,None
3393.176,3393.556,matches.,SPEAKER_00
3393.596,3393.736,The,SPEAKER_00
3393.756,3394.117,matches,SPEAKER_00
3394.477,3395.037,are,SPEAKER_03
3395.057,3395.217,very,SPEAKER_00
3395.237,3395.598,dim,SPEAKER_03
3395.658,3395.758,and,SPEAKER_03
3395.778,3395.898,they,SPEAKER_03
3395.938,3396.158,burn,SPEAKER_03
3396.218,3396.338,out,SPEAKER_03
3396.378,3396.778,"quickly,",SPEAKER_03
3396.818,3397.038,so,SPEAKER_03
3397.219,3397.579,their,SPEAKER_03
3397.599,3397.839,goal,SPEAKER_03
3397.919,3397.959,is,SPEAKER_03
3397.979,3398.019,to,SPEAKER_03
3398.279,3398.479,light,SPEAKER_03
3398.499,3398.659,the,SPEAKER_03
3398.699,3399.12,fireplace,SPEAKER_03
3399.18,3399.24,in,SPEAKER_03
3399.26,3399.36,order,SPEAKER_03
3399.38,3399.42,to,SPEAKER_03
3399.44,3399.7,get,SPEAKER_03
3399.74,3399.9,a,SPEAKER_03
3399.92,3400.16,better,SPEAKER_03
3400.18,3400.34,source,SPEAKER_03
3400.4,3400.461,of,SPEAKER_03
3400.621,3400.841,light.,SPEAKER_03
3401.181,3401.461,When,SPEAKER_03
3401.481,3401.601,they,SPEAKER_03
3401.621,3401.781,light,SPEAKER_03
3401.801,3401.881,the,SPEAKER_03
3401.921,3402.422,"fireplace,",SPEAKER_03
3402.502,3402.742,it,SPEAKER_03
3402.782,3403.262,reveals,SPEAKER_03
3403.342,3403.382,a,SPEAKER_03
3403.442,3403.903,hidden,SPEAKER_03
3403.943,3404.223,riddle,SPEAKER_03
3404.363,3404.723,that,SPEAKER_03
3404.763,3405.103,points,SPEAKER_03
3405.123,3405.223,to,SPEAKER_03
3405.243,3405.344,the,SPEAKER_03
3405.364,3405.484,suit,SPEAKER_03
3405.544,3405.604,of,SPEAKER_03
3405.704,3405.924,armor.,SPEAKER_03
3406.59,3406.77,And,SPEAKER_03
3407.451,3407.731,somewhere,SPEAKER_03
3407.771,3407.911,else,SPEAKER_00
3407.951,3408.011,in,SPEAKER_00
3408.051,3408.111,the,SPEAKER_00
3408.151,3408.271,"room,",SPEAKER_00
3408.311,3408.551,there,SPEAKER_00
3408.571,3408.691,will,SPEAKER_00
3408.711,3408.852,be,SPEAKER_03
3408.872,3409.032,like,SPEAKER_03
3409.052,3409.072,a,SPEAKER_03
3409.252,3409.472,little,SPEAKER_03
3409.492,3410.112,mannequin,SPEAKER_03
3410.132,3410.412,doll,SPEAKER_03
3410.472,3410.833,that,SPEAKER_03
3410.953,3411.033,is,SPEAKER_03
3411.113,3411.193,in,SPEAKER_03
3411.273,3411.353,a,SPEAKER_03
3411.373,3411.893,position,SPEAKER_03
3411.913,3412.013,you,SPEAKER_03
3412.033,3412.133,need,SPEAKER_03
3412.153,3412.233,to,SPEAKER_03
3412.253,3412.374,put,SPEAKER_03
3412.394,3412.534,the,SPEAKER_03
3412.614,3413.074,armor,SPEAKER_03
3413.774,3413.934,in.,SPEAKER_03
3414.055,3414.115,And,SPEAKER_03
3414.155,3414.255,then,SPEAKER_03
3414.495,3414.755,after,SPEAKER_03
3414.795,3414.955,"that,",SPEAKER_03
3415.015,3415.075,it,SPEAKER_03
3415.115,3415.215,will,SPEAKER_03
3415.235,3415.375,release,SPEAKER_03
3415.415,3415.495,an,SPEAKER_03
3415.776,3415.996,axe.,SPEAKER_03
3416.376,3416.456,And,SPEAKER_03
3416.476,3416.576,then,SPEAKER_03
3416.676,3417.056,you,SPEAKER_03
3418.197,3419.318,use,SPEAKER_03
3419.358,3419.918,the,SPEAKER_03
3419.938,3420.578,axe,SPEAKER_03
3420.598,3420.698,to,SPEAKER_03
3420.738,3420.858,get,SPEAKER_03
3420.959,3421.219,to,SPEAKER_03
3421.239,3421.579,the,SPEAKER_03
3422.119,3422.539,room,SPEAKER_03
3422.599,3422.72,with,SPEAKER_03
3422.74,3422.82,the,SPEAKER_03
3422.84,3423.34,coffin,SPEAKER_03
3423.4,3423.46,in,SPEAKER_03
3423.48,3423.52,it.,SPEAKER_03
3424.24,3424.32,And,SPEAKER_03
3424.341,3424.661,then,SPEAKER_03
3424.681,3425.021,there's,SPEAKER_03
3425.081,3425.141,a,SPEAKER_03
3425.161,3425.341,coded,SPEAKER_03
3425.461,3425.861,message,SPEAKER_03
3425.881,3425.981,that,SPEAKER_03
3426.001,3426.482,tells,SPEAKER_03
3426.502,3426.582,the,SPEAKER_03
3426.602,3427.102,players,SPEAKER_03
3428.163,3428.703,that,SPEAKER_03
3428.743,3429.043,they,SPEAKER_03
3429.103,3429.784,need,SPEAKER_03
3429.804,3429.984,to,SPEAKER_03
3430.084,3430.784,sacrifice,SPEAKER_03
3430.824,3431.004,one,SPEAKER_03
3431.024,3431.245,player,SPEAKER_03
3431.265,3431.345,to,SPEAKER_03
3431.365,3431.425,the,SPEAKER_03
3431.465,3431.725,coffin.,SPEAKER_03
3433.148,3433.288,One,SPEAKER_03
3433.308,3433.488,player,SPEAKER_03
3433.508,3433.668,gets,SPEAKER_03
3433.688,3433.728,in,SPEAKER_03
3433.748,3433.868,the,SPEAKER_03
3433.908,3434.269,"coffin,",SPEAKER_03
3434.289,3434.609,closes,SPEAKER_03
3434.669,3434.769,"it,",SPEAKER_03
3434.969,3435.049,and,SPEAKER_03
3435.069,3435.49,then,SPEAKER_03
3435.57,3435.81,it,SPEAKER_03
3435.97,3436.511,reveals,SPEAKER_03
3436.531,3436.711,light,SPEAKER_03
3437.051,3437.332,of,SPEAKER_00
3437.472,3437.992,something,SPEAKER_00
3438.413,3438.533,in,SPEAKER_00
3438.633,3438.733,the,SPEAKER_00
3438.913,3439.093,other,SPEAKER_00
3439.133,3439.254,part,SPEAKER_00
3439.274,3439.334,of,SPEAKER_03
3439.354,3439.434,the,SPEAKER_03
3439.514,3439.754,room.,SPEAKER_03
3440.975,3441.055,And,SPEAKER_03
3441.075,3441.356,maybe,SPEAKER_03
3441.376,3441.476,the,SPEAKER_03
3441.496,3441.816,mirror,SPEAKER_03
3441.856,3442.216,also,SPEAKER_03
3442.236,3442.537,breaks,SPEAKER_03
3442.557,3442.917,"then,",SPEAKER_03
3443.037,3443.358,where,SPEAKER_03
3443.398,3443.538,you,SPEAKER_03
3443.558,3443.698,have,SPEAKER_03
3443.738,3443.878,to,SPEAKER_03
3443.918,3444.018,put,SPEAKER_03
3444.038,3444.118,it,SPEAKER_03
3444.138,3444.278,back,SPEAKER_03
3444.299,3444.819,together,SPEAKER_03
3445.079,3445.239,to,SPEAKER_03
3445.4,3445.7,reveal,SPEAKER_03
3445.72,3445.82,the,SPEAKER_03
3445.84,3445.96,rest,SPEAKER_03
3446.02,3446.08,of,SPEAKER_03
3446.12,3446.2,the,SPEAKER_03
3446.24,3446.741,riddle.,SPEAKER_03
3447.742,3447.882,What,SPEAKER_03
3447.902,3448.202,was,SPEAKER_03
3448.743,3449.704,the,SPEAKER_03
3449.744,3449.884,goal,SPEAKER_03
3450.625,3450.785,we,SPEAKER_03
3450.805,3450.945,were,SPEAKER_03
3450.965,3451.125,going,SPEAKER_03
3451.145,3451.566,to,SPEAKER_03
3451.606,3451.966,have,SPEAKER_03
3452.266,3452.527,with,SPEAKER_03
3452.567,3452.687,the,SPEAKER_03
3452.707,3452.827,closed,SPEAKER_03
3452.867,3453.307,coffin?,SPEAKER_03
3453.327,3453.467,So,SPEAKER_03
3453.548,3453.608,if,SPEAKER_03
3453.628,3453.768,the,SPEAKER_03
3453.808,3454.148,riddle,SPEAKER_03
3454.168,3454.208,is,SPEAKER_03
3454.268,3454.328,a,SPEAKER_03
3454.348,3454.789,"code,",SPEAKER_03
3454.829,3454.909,and,SPEAKER_03
3454.969,3455.209,is,SPEAKER_03
3455.229,3455.409,that,SPEAKER_03
3455.99,3456.39,maybe,SPEAKER_03
3456.41,3456.49,the,SPEAKER_03
3456.53,3456.891,code?,SPEAKER_03
3457.235,3457.395,We'll,SPEAKER_03
3457.415,3457.555,break,SPEAKER_03
3457.575,3457.715,the,SPEAKER_03
3457.735,3458.116,mirror,SPEAKER_03
3458.136,3458.216,and,SPEAKER_03
3458.276,3458.436,then,SPEAKER_03
3458.476,3458.576,have,SPEAKER_03
3458.596,3458.716,to,SPEAKER_03
3458.756,3458.857,like,SPEAKER_03
3458.877,3459.097,put,SPEAKER_03
3459.137,3459.237,it,SPEAKER_03
3459.257,3459.397,back,SPEAKER_03
3459.417,3459.777,together,SPEAKER_03
3459.797,3460.118,somewhere,SPEAKER_03
3460.138,3460.478,else.,SPEAKER_04
3460.558,3460.638,Or,SPEAKER_04
3460.658,3460.738,we,SPEAKER_04
3460.758,3460.878,could,SPEAKER_04
3460.898,3461.018,just,SPEAKER_04
3461.259,3461.439,have,SPEAKER_04
3461.499,3461.579,it.,SPEAKER_04
3461.799,3461.859,We,SPEAKER_04
3461.879,3461.999,could,SPEAKER_04
3462.039,3462.159,just,SPEAKER_04
3462.44,3462.7,have,SPEAKER_04
3462.76,3463.1,someone.,SPEAKER_04
3463.14,3463.461,Yeah.,SPEAKER_03
3463.481,3464.201,Yeah.,SPEAKER_04
3464.221,3464.422,Cause,SPEAKER_04
3464.442,3464.742,maybe,SPEAKER_04
3464.862,3464.962,it,SPEAKER_02
3464.982,3465.142,could,SPEAKER_02
3465.162,3465.282,be,SPEAKER_02
3465.302,3465.503,"like,",SPEAKER_02
3465.523,3465.663,you,SPEAKER_02
3465.683,3465.823,have,SPEAKER_02
3465.843,3465.963,to,SPEAKER_02
3465.983,3466.263,search,SPEAKER_02
3466.323,3466.523,under,SPEAKER_02
3466.563,3466.764,the,SPEAKER_02
3466.864,3467.224,furniture,SPEAKER_02
3467.284,3467.324,or,SPEAKER_02
3467.344,3467.564,something.,SPEAKER_02
3467.584,3467.865,Like,SPEAKER_02
3468.425,3468.605,we,SPEAKER_03
3468.705,3468.886,could,SPEAKER_03
3469.766,3470.207,make,SPEAKER_03
3470.227,3470.307,the,SPEAKER_03
3470.327,3470.387,key,SPEAKER_03
3470.407,3470.527,really,SPEAKER_03
3470.547,3470.707,loaded,SPEAKER_03
3470.747,3470.807,in,SPEAKER_03
3470.887,3470.987,it,SPEAKER_03
3471.428,3471.988,without,SPEAKER_03
3472.028,3472.389,solving,SPEAKER_03
3472.469,3472.609,the,SPEAKER_03
3472.629,3472.809,clue.,SPEAKER_03
